Institute ID,Name,Rank_2017,Rank_2018,Rank_2019,Rank_2020,Rank_2021,Rank_2022,Rank_2023,Rank_2024,Rank_2025,Score_2017,Score_2018,Score_2019,Score_2020,Score_2021,Score_2022,Score_2023,Score_2024,Score_2025,TLR (100)_2017,TLR (100)_2018,TLR (100)_2019,TLR (100)_2020,TLR (100)_2021,TLR (100)_2022,TLR (100)_2023,TLR (100)_2024,TLR (100)_2025,RPC (100)_2017,RPC (100)_2018,RPC (100)_2019,RPC (100)_2020,RPC (100)_2021,RPC (100)_2022,RPC (100)_2023,RPC (100)_2024,RPC (100)_2025,GO (100)_2017,GO (100)_2018,GO (100)_2019,GO (100)_2020,GO (100)_2021,GO (100)_2022,GO (100)_2023,GO (100)_2024,GO (100)_2025,OI (100)_2017,OI (100)_2018,OI (100)_2019,OI (100)_2020,OI (100)_2021,OI (100)_2022,OI (100)_2023,OI (100)_2024,OI (100)_2025,PERCEPTION (100)_2017,PERCEPTION (100)_2018,PERCEPTION (100)_2019,PERCEPTION (100)_2020,PERCEPTION (100)_2021,PERCEPTION (100)_2022,PERCEPTION (100)_2023,PERCEPTION (100)_2024,PERCEPTION (100)_2025,SS_2018,SS_2019,SS_2021,SS_2022,SS_2023,SS_2024,SS_2025,FSR_2018,FSR_2019,FSR_2021,FSR_2022,FSR_2023,FSR_2024,FSR_2025,FQE_2018,FQE_2019,FQE_2021,FQE_2022,FQE_2023,FQE_2024,FQE_2025,FRU_2018,FRU_2019,FRU_2021,FRU_2022,FRU_2023,FRU_2024,FRU_2025,PU_2018,PU_2019,PU_2021,PU_2022,PU_2023,PU_2024,PU_2025,QP_2018,QP_2019,QP_2021,QP_2022,QP_2023,QP_2024,QP_2025,IPR_2018,IPR_2019,IPR_2021,IPR_2022,IPR_2023,IPR_2024,IPR_2025,FPPP_2018,FPPP_2019,FPPP_2021,FPPP_2022,FPPP_2023,FPPP_2024,FPPP_2025,GPHE_2018,GPHE_2019,GPHE_2021,GPHE_2022,GPHE_2023,GPHE_2024,GPHE_2025,GUE_2018,GUE_2019,GUE_2021,GUE_2022,GUE_2023,GUE_2024,GUE_2025,MS_2018,MS_2019,MS_2021,MS_2022,MS_2023,MS_2024,MS_2025,GPHD_2018,GPHD_2019,GPHD_2021,GPHD_2022,GPHD_2023,GPHD_2024,GPHD_2025,RD_2018,RD_2019,RD_2021,RD_2022,RD_2023,RD_2024,RD_2025,WD_2018,WD_2019,WD_2021,WD_2022,WD_2023,WD_2024,WD_2025,ESCS_2018,ESCS_2019,ESCS_2021,ESCS_2022,ESCS_2023,ESCS_2024,ESCS_2025,PCS_2018,PCS_2019,PCS_2021,PCS_2022,PCS_2023,PCS_2024,PCS_2025,PR_2018,PR_2019,PR_2021,PR_2022,PR_2023,PR_2024,PR_2025
IR-E-U-0455,"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram",,,197.0,182.0,,184.0,,,,,,30.37,31.63,,34.93,,,,,,36.01,35.51,,36.37,,,,,,5.71,7.8,,13.15,,,,,,51.45,57.62,,62.59,,,,,,54.74,53.05,,51.36,,,,,,21.04,18.15,,24.12,,,,,8.5,,8.8,,,,,9.88,,12.03,,,,,6.87,,8.22,,,,,10.76,,7.32,,,,,2.53,,5.73,,,,,2.46,,6.26,,,,,0.0,,0.0,,,,,0.73,,1.16,,,,,23.72,,30.47,,,,,14.0,,15.0,,,,,12.6,,15.43,,,,,1.14,,1.69,,,,,20.91,,18.93,,,,,10.23,,8.45,,,,,3.6,,3.99,,,,,20.0,,20.0,,,,,21.04,,24.12,,,
IR-E-U-0456,Indian Institute of Technology Madras,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,87.96,88.95,89.05,89.93,90.19,90.04,89.79,89.46,88.72,91.85,93.83,93.55,95.42,95.47,94.62,95.19,95.79,95.7,92.6,91.44,92.39,94.64,96.43,97.66,96.41,93.1,90.74,83.78,84.91,84.36,83.9,81.92,80.42,79.89,81.07,82.29,77.19,63.88,63.99,61.31,62.44,62.85,63.26,65.85,63.25,81.46,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,18.5,18.5,18.5,18.5,18.5,18.5,18.5,30.0,30.0,30.0,30.0,30.0,30.0,30.0,18.43,18.34,17.88,17.5,17.3,17.29,17.2,26.9,26.71,29.09,28.61,29.4,30.0,30.0,34.01,33.22,34.43,35.0,35.0,34.95,34.22,35.93,36.51,37.0,37.68,36.41,34.37,32.52,13.0,13.0,15.0,15.0,15.0,14.0,14.0,8.51,9.65,10.0,9.98,10.0,9.78,10.0,32.62,32.05,28.5,27.78,28.54,29.74,31.07,15.0,15.0,15.0,14.88,14.6,15.0,15.0,21.1,20.8,21.1,20.56,20.0,19.34,19.54,16.19,16.51,17.32,17.2,16.75,16.98,16.68,21.96,21.84,21.43,21.6,21.29,21.57,20.74,13.35,13.72,13.57,13.34,14.11,14.88,14.85,8.57,8.44,7.43,7.91,17.86,9.4,7.66,20.0,20.0,20.0,20.0,20.0,20.0,20.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
IR-E-U-0458,Kalasalingam Academy of Research and Education,,96,61.0,60.0,56.0,39.0,36.0,36.0,33.0,,36.22,41.26,43.71,46.57,54.62,55.69,58.2,59.03,,59.06,67.6,68.66,64.24,73.6,74.13,78.67,78.03,,12.3,14.08,18.42,24.41,32.26,36.24,38.81,42.46,,48.68,53.96,54.26,60.42,64.82,68.5,71.56,72.16,,47.64,55.7,62.06,65.23,74.34,75.33,76.14,77.18,,3.09,3.95,5.21,13.78,24.73,13.46,10.42,7.27,11.86,12.56,12.16,16.24,16.47,16.48,16.49,25.66,30.0,26.65,30.0,30.0,30.0,30.0,12.04,14.86,15.63,17.37,17.59,18.58,18.76,9.5,10.18,9.81,9.99,10.07,13.62,12.78,4.21,5.19,9.53,11.2,13.85,15.35,16.03,7.39,6.57,12.63,15.55,17.78,17.92,17.58,0.5,2.0,1.0,4.0,4.0,5.0,8.0,0.2,0.33,1.26,1.51,0.6,0.53,0.85,26.33,28.25,31.43,32.98,34.88,36.27,36.69,10.95,13.54,14.35,15.0,15.0,15.0,15.0,10.2,10.86,10.41,10.62,10.62,11.07,11.39,1.2,4.13,4.23,6.22,8.0,9.22,9.08,3.88,8.91,11.7,17.11,17.53,19.04,19.5,20.04,25.38,28.52,30.0,30.0,30.0,30.0,3.72,861.41,5.01,7.23,7.8,7.09,7.68,20.0,20.0,20.0,20.0,20.0,20.0,20.0,3.09,3.95,13.78,24.73,13.46,10.42,7.27
IR-E-U-0460,Karunya Institute of Technology and Sciences,62.0,72,72.0,80.0,105.0,107.0,,,,40.97,39.27,39.37,39.4,38.38,39.43,,,,54.14,53.24,55.46,56.5,52.14,50.77,,,,20.06,20.03,18.11,20.5,26.57,30.7,,,,49.83,48.51,49.4,50.75,43.78,43.86,,,,77.68,55.91,55.47,54.83,51.97,51.16,,,,9.66,20.02,18.72,6.65,8.07,10.95,,,,12.99,,11.38,10.87,,,,21.0,,20.75,20.25,,,,10.47,,12.89,13.36,,,,8.78,,7.12,6.29,,,,7.2,,11.84,13.53,,,,11.89,,12.42,14.22,,,,0.5,,2.0,23.5,,,,0.44,,0.31,0.44,,,,22.41,,18.73,18.56,,,,14.28,,14.52,15.0,,,,11.0,,8.72,8.42,,,,0.82,,1.81,1.88,,,,11.54,,10.19,9.59,,,,23.64,,21.66,21.38,,,,0.73,,12.0,19.0,,,,20.0,,20.0,20.0,,,,20.02,,8.07,10.95,,,
IR-E-U-0461,M. G. R. Educational and Research Institute,,,196.0,,,,,,,,,30.45,,,,,,,,,48.24,,,,,,,,,7.69,,,,,,,,,44.98,,,,,,,,,45.14,,,,,,,,,1.63,,,,,,,,8.49,,,,,,,22.14,,,,,,,10.72,,,,,,,6.9,,,,,,,2.89,,,,,,,4.39,,,,,,,0.0,,,,,,,0.41,,,,,,,23.31,,,,,,,12.45,,,,,,,8.72,,,,,,,0.49,,,,,,,4.17,,,,,,,19.05,,,,,,,1.93,,,,,,,20.0,,,,,,,1.63,,,,,
IR-E-U-0467,National Institute of Technology Tiruchirappalli,11.0,11,10.0,9.0,9.0,8.0,9.0,9.0,9.0,59.44,60.35,61.62,64.1,66.08,69.17,69.71,66.88,68.14,62.0,66.49,68.36,72.11,70.0,76.39,73.73,69.69,73.26,46.27,46.44,46.64,50.04,54.63,58.43,61.45,57.02,57.64,74.38,72.02,72.76,74.71,78.13,79.16,78.82,78.69,78.69,75.81,60.96,62.2,61.49,61.35,64.49,65.86,63.12,64.76,45.04,59.69,63.54,63.68,69.32,64.38,67.98,68.07,66.54,14.89,15.01,16.0,17.5,17.5,17.5,17.5,22.22,23.27,20.82,24.32,23.39,19.31,21.87,13.44,13.99,13.74,16.49,15.86,13.02,14.15,15.94,16.09,19.44,18.08,16.99,19.87,19.73,21.53,20.72,23.21,25.02,25.69,25.31,24.63,22.72,21.97,24.5,26.73,27.48,25.66,24.18,0.0,0.0,3.0,4.0,6.0,4.5,6.5,2.18,3.95,3.91,2.69,2.28,1.55,2.34,30.54,31.82,35.46,35.44,35.23,35.0,35.15,15.0,15.0,15.0,15.0,15.0,15.0,15.0,17.06,16.62,17.3,17.38,17.02,17.34,17.86,9.42,9.32,10.37,11.35,11.57,11.35,10.69,17.05,16.7,16.59,16.69,16.68,16.71,16.27,19.61,20.53,17.96,20.5,20.76,18.19,20.28,4.29,4.97,6.8,7.29,8.41,8.22,8.21,20.0,20.0,20.0,20.0,20.0,20.0,20.0,59.69,63.54,69.32,64.38,67.98,68.07,66.54
IR-E-U-0473,S.R.M. Institute of Science and Technology,35.0,46,36.0,41.0,34.0,24.0,28.0,13.0,14.0,49.2,45.51,48.95,50.95,54.17,58.02,58.56,65.41,65.83,59.75,58.66,59.85,61.27,60.31,61.21,63.79,78.11,78.69,31.69,31.97,33.4,41.96,50.91,59.2,60.19,68.7,68.93,57.93,54.06,63.04,63.57,67.01,67.16,64.99,64.6,65.43,82.94,61.87,62.18,61.06,60.9,61.76,61.6,66.85,67.09,18.79,13.2,21.53,11.55,13.24,22.89,22.01,17.57,17.45,17.0,17.94,17.44,18.3,17.55,18.04,17.82,21.47,22.09,21.51,20.97,23.15,30.0,30.0,10.0,10.78,11.44,12.01,13.16,16.92,17.39,10.19,9.04,9.93,9.92,9.93,13.16,13.48,12.53,13.62,19.18,22.24,24.14,27.61,26.13,18.04,17.22,24.35,27.67,29.73,31.83,31.31,1.0,2.0,7.0,9.0,6.0,9.0,11.0,0.4,0.55,0.38,0.3,0.31,0.26,0.5,22.31,32.8,34.65,34.82,32.83,30.37,29.53,15.0,15.0,15.0,15.0,14.81,13.92,13.46,12.73,11.86,10.3,9.86,9.54,10.03,10.78,4.02,3.38,7.06,7.49,7.82,10.29,11.65,19.88,20.71,18.9,19.46,18.31,20.88,21.05,21.03,21.18,21.2,21.48,22.49,24.88,24.94,0.97,0.29,0.8,0.82,0.8,1.1,1.1,20.0,20.0,20.0,20.0,20.0,20.0,20.0,13.2,21.53,13.24,22.89,22.01,17.57,17.45
IR-E-U-0474,Sathyabama Institute of Science and Technology,,37,47.0,51.0,55.0,54.0,66.0,66.0,67.0,,47.26,46.07,46.77,46.65,48.56,48.87,50.05,50.64,,56.33,61.42,59.06,59.83,64.87,61.03,66.73,70.44,,34.48,28.29,31.77,41.05,37.36,44.04,38.18,36.38,,66.57,62.26,64.14,45.39,46.78,47.51,51.34,51.69,,62.08,61.93,64.2,63.17,63.38,66.76,70.34,71.85,,5.04,5.07,2.69,9.87,21.93,11.7,12.83,10.76,16.95,16.26,14.91,15.09,15.46,16.53,17.99,19.4,24.04,23.76,27.21,25.28,26.04,28.43,9.92,12.54,12.72,14.22,13.13,14.11,14.44,10.05,8.58,8.44,8.35,7.17,10.06,9.58,18.48,17.14,14.46,15.64,16.99,16.77,13.07,12.65,10.25,15.61,17.72,18.53,16.85,15.24,2.5,0.0,10.0,3.0,8.0,4.0,7.0,0.85,0.9,0.98,1.0,0.52,0.56,1.07,34.48,30.81,14.9,17.22,19.11,22.69,22.27,15.0,15.0,15.0,15.0,13.64,13.33,14.56,11.49,10.83,10.42,9.62,9.3,9.15,10.07,5.6,5.62,5.07,4.93,5.46,6.17,4.79,16.73,17.77,17.43,17.25,18.34,22.74,22.27,22.21,20.99,22.84,23.97,26.13,27.08,27.51,3.14,3.17,2.9,2.16,2.28,0.52,2.07,20.0,20.0,20.0,20.0,20.0,20.0,20.0,5.04,5.07,9.87,21.93,11.7,12.83,10.76
IR-E-U-0476,Shanmugha Arts Science Technology & Research Academy,25.0,33,38.0,37.0,38.0,41.0,34.0,38.0,40.0,51.44,48.74,48.83,51.79,53.22,53.36,56.21,57.97,58.02,62.38,61.27,65.79,73.13,71.47,70.01,74.05,78.42,80.47,36.31,33.34,31.04,33.81,37.62,40.17,44.14,39.3,35.94,67.32,64.59,64.66,64.89,67.55,67.29,69.08,72.1,73.7,67.13,58.93,56.42,56.6,57.06,55.94,57.96,67.21,72.8,16.73,15.48,12.14,10.7,12.7,12.59,11.4,15.11,10.76,16.5,16.5,16.07,16.17,16.47,16.32,17.5,23.38,26.65,28.65,27.43,30.0,30.0,30.0,12.44,14.21,16.0,15.72,16.75,17.95,18.91,8.95,8.43,10.75,10.7,10.82,14.15,14.07,14.02,13.31,15.61,15.92,16.25,15.47,11.85,17.06,14.74,18.94,20.23,20.99,19.27,17.72,1.0,1.5,1.5,2.0,5.0,2.25,3.0,1.26,1.49,1.56,2.01,1.9,2.31,0.57,32.67,49.3327,34.37,33.69,34.85,34.86,35.14,15.0,15.0,15.0,15.0,15.0,15.0,15.0,12.25,11.47,11.89,12.35,12.41,12.57,12.91,4.66,4.92,6.3,6.25,6.82,9.67,10.65,0.0,9.02,10.35,9.67,11.72,14.25,18.86,27.34,26.72,25.88,25.65,25.81,28.22,28.86,3.96,0.68,0.83,0.62,0.44,4.0,5.08,20.0,20.0,20.0,20.0,20.0,20.0,20.0,15.48,12.14,12.7,12.59,11.4,15.11,10.76
IR-E-U-0487,Tamil Nadu Veterinary & Animal Sciences University,,,108.0,,,,,,,,,35.32,,,,,,,,,66.45,,,,,,,,,4.16,,,,,,,,,48.45,,,,,,,,,43.71,,,,,,,,,0.82,,,,,,,,3.96,,,,,,,30.0,,,,,,,18.86,,,,,,,13.62,,,,,,,0.98,,,,,,,0.89,,,,,,,0.5,,,,,,,1.78,,,,,,,0.25,,,,,,,15.0,,,,,,,7.82,,,,,,,0.1,,,,,,,0.0,,,,,,,27.56,,,,,,,5.15,,,,,,,11.0,,,,,,,0.82,,,,,
IR-E-U-0489,Vel Tech Rangarajan Dr. Sagunthala R & D Institute of Science and Technology,58.0,77,86.0,95.0,93.0,84.0,87.0,86.0,87.0,42.31,37.73,37.22,37.86,39.84,41.35,43.43,46.23,47.43,60.49,52.36,53.49,57.7,55.8,54.81,59.49,61.79,66.71,23.07,28.75,25.53,24.09,28.48,31.13,34.78,36.98,35.76,42.07,38.77,37.45,36.36,38.53,44.9,38.33,44.86,46.01,73.59,53.83,57.83,59.88,63.61,63.79,65.91,69.15,67.33,14.68,2.6,2.41,0.55,4.9,2.12,8.91,7.1,7.57,10.65,10.75,12.02,13.84,13.1,15.13,15.5,23.32,24.04,25.25,24.48,28.55,26.99,28.22,8.37,9.55,12.19,11.62,13.72,14.21,16.39,10.02,9.15,6.35,4.87,4.12,5.47,6.6,8.98,8.64,11.61,12.56,12.56,14.7,13.64,17.35,13.72,13.25,14.46,15.02,16.06,15.6,2.0,3.0,3.5,4.0,7.0,6.0,6.0,0.42,0.16,0.13,0.11,0.2,0.22,0.52,17.69,17.84,18.53,22.7,16.54,21.19,22.03,10.1,9.33,9.07,11.09,12.19,14.11,13.99,10.88,10.17,10.78,10.66,9.08,8.53,8.58,11.0,0.1,0.16,0.46,0.52,1.03,1.41,12.99,18.55,19.38,19.43,20.33,22.26,21.87,14.62,18.31,18.7,18.8,19.31,20.19,21.13,6.22,0.96,5.53,5.56,6.27,6.69,4.34,20.0,20.0,20.0,20.0,20.0,20.0,20.0,2.6,2.41,4.9,2.42,91.0,7.1,7.57
IR-E-U-0490,Vellore Institute of Technology,13.0,16,18.0,15.0,12.0,12.0,11.0,11.0,16.0,58.16,57.02,56.46,59.32,63.68,65.53,66.59,66.22,65.25,56.49,54.64,54.65,56.79,61.41,62.53,62.35,65.52,66.77,54.02,55.4,57.34,64.06,69.7,73.3,75.41,71.94,67.6,64.91,65.51,63.57,63.07,67.01,69.44,70.39,69.4,72.22,75.56,59.22,56.69,58.21,59.84,59.27,61.63,61.75,61.01,44.6,49.93,44.81,46.29,49.73,49.6,50.21,49.28,43.97,16.49,16.54,18.54,18.6,20.0,20.0,20.0,17.15,17.43,20.02,21.37,21.54,22.18,22.26,10.14,10.77,13.2,14.18,13.65,13.86,14.31,10.87,9.91,9.65,8.39,7.16,9.49,10.2,22.59,24.43,27.24,27.15,26.96,27.5,24.62,31.98,30.52,35.19,36.93,37.21,37.24,33.56,0.5,2.0,7.0,9.0,11.0,7.0,9.0,0.33,0.39,0.27,0.22,0.24,0.2,0.42,25.95,25.26,25.57,26.62,27.9,28.72,29.58,13.22,12.03,13.92,15.0,15.0,15.0,15.0,13.5,12.72,13.67,13.42,13.38,13.37,13.93,12.83,13.56,13.84,14.41,144.11,12.31,13.72,17.03,16.9,19.06,418.14,419.65,19.47,18.25,19.63,19.65,20.66,21.01,21.86,22.17,22.64,2.56,0.14,12.0,12.0,12.0,0.11,0.12,20.0,20.0,20.0,20.0,20.0,20.0,20.0,49.93,44.81,49.73,49.6,50.21,49.28,43.97
IR-E-U-0491,Vels Institute of Science Technology & Advanced Studies (VISTAS) -Chennai,,,,,125.0,159.0,,,,,,,,36.63,36.35,,,,,,,,57.36,51.96,,,,,,,,21.44,23.56,,,,,,,,42.16,47.23,,,,,,,,41.95,41.85,,,,,,,,3.56,0.54,,,,,,7.71,6.49,,,,,,30.0,26.34,,,,,,14.59,14.52,,,,,,5.06,4.61,,,,,,11.04,11.11,,,,,,8.09,9.57,,,,,,2.0,2.5,,,,,,0.31,0.38,,,,,,21.76,25.71,,,,,,10.93,12.34,,,,,,8.92,8.57,,,,,,0.55,0.6,,,,,,3.21,2.41,,,,,,17.8,17.0,,,,,,0.94,2.44,,,,,,20.0,20.0,,,,,,3.56,0.54,,,
IR-E-U-0493,National Institute of Technology Agartala,,92,70.0,75.0,92.0,80.0,91.0,82.0,,,36.36,39.53,39.98,39.86,41.92,43.24,46.69,,,54.42,58.62,57.69,56.96,56.59,54.36,63.57,,,20.09,20.58,21.55,21.82,25.45,28.21,25.62,,,46.76,49.02,48.22,48.87,54.18,59.38,65.58,,,42.46,52.46,55.37,57.71,59.63,59.61,58.84,,,4.08,7.22,10.27,6.83,5.12,6.26,9.34,,9.91,11.34,10.39,11.96,12.4,12.59,,24.03,23.97,21.77,21.06,19.51,18.79,,12.17,13.28,12.96,13.12,12.49,12.22,,18.3,10.03,11.84,10.45,9.97,19.96,,8.32,9.53,9.94,10.65,11.28,11.34,,10.52,10.26,11.66,12.56,14.48,13.31,,0.5,0.0,0.0,2.0,23.5,0.75,,0.75,0.79,0.22,0.23,0.25,0.21,,18.91,19.21,19.31,23.96,28.53,33.25,,12.0,12.62,12.93,12.91,13.32,14.2,,14.29,13.61,13.83,13.8,12.96,12.71,,1.57,3.58,2.8,3.52,4.57,5.43,,9.78,11.38,11.34,12.33,12.25,12.06,,18.77,419.11,18.32,18.89,18.7,18.54,,1.91,1.97,8.04,8.42,8.66,8.25,,12.0,20.0,20.0,20.0,20.0,20.0,,4.08,7.22,6.83,5.12,6.26,9.34,
IR-E-U-0496,Aligarh Muslim University,,35,40.0,39.0,35.0,37.0,32.0,33.0,34.0,,48.26,47.74,51.39,54.0,54.7,57.26,59.16,59.01,,70.21,69.39,70.58,71.79,70.9,70.07,75.47,76.86,,38.92,39.46,45.83,50.09,53.82,59.84,58.68,55.65,,53.95,53.28,56.57,56.66,57.01,59.12,63.11,64.17,,36.54,32.1,40.89,40.38,42.37,40.2,41.23,41.19,,10.79,12.14,10.7,20.65,16.43,24.51,21.83,23.0,11.0,11.0,12.0,12.0,11.0,11.0,11.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,16.57,16.44,16.22,16.02,16.17,17.68,18.26,12.64,11.95,13.58,12.88,12.9,16.79,17.6,18.12,18.41,22.5,23.65,24.95,26.43,26.31,17.91,20.0,23.75,25.4,25.86,25.97,24.88,0.5,0.0,3.0,3.0,7.0,4.25,2.0,2.38,1.05,0.85,1770.0,2.03,2.03,2.46,20.98,421.18,26.0,26.77,29.42,32.73,34.23,13.97,14.32,13.26,126.1,12.61,13.05,13.16,14.97,13.95,12.29,1.94,11.43,11.09,11.06,4.02,3.84,5.11,5.68,5.66,6.24,5.72,5.94,5.86,5.99,5.89,5.38,5.61,5.45,10.59,10.53,10.51,11.72,11.59,12.17,12.14,3.02,3.7,3.88,4.76,3.23,3.45,3.59,17.0,12.0,20.0,20.0,20.0,20.0,20.0,10.79,12.14,20.65,16.43,24.51,21.83,23.0
IR-E-U-0497,Amity University,46.0,34,35.0,32.0,31.0,25.0,31.0,30.0,37.0,44.16,48.66,49.03,53.09,54.87,57.73,57.3,59.91,58.53,60.02,67.99,69.51,71.22,68.46,69.95,66.29,75.21,66.68,29.5,42.64,41.27,50.11,57.24,62.18,61.47,59.52,65.39,51.14,47.12,48.29,51.01,52.38,55.67,58.28,61.72,62.04,61.36,57.87,56.32,56.94,56.94,57.33,59.42,63.28,59.02,9.43,2.6,5.07,8.05,9.87,12.19,13.75,8.23,6.04,14.84,15.71,14.77,14.72,15.5,16.47,13.6,27.76,28.6,27.92,30.0,27.54,30.0,24.67,14.28,15.81,14.98,15.97,14.73,15.91,15.49,11.12,9.39,11.98,9.26,8.52,12.83,12.92,16.41,19.32,24.66,26.46,24.9,25.59,28.14,19.71,16.36,21.06,24.41,24.96,24.28,25.37,6.0,5.0,11.0,11.0,11.0,9.0,11.0,0.51,0.59,0.53,0.62,0.61,0.65,0.87,17.86,18.79,23.12,25.36,27.37,30.1,29.52,15.0,15.0,15.0,15.0,15.0,15.0,15.0,11.6,10.72,10.18,10.16,10.18,9.95,10.78,2.65,3.78,4.08,5.15,5.73,6.67,6.73,15.04,14.59,14.22,14.31,15.99,18.04,14.84,21.95,21.71,22.32,22.51,23.28,24.96,23.95,0.87,0.03,0.39,0.51,16.0,0.28,0.23,20.0,20.0,20.0,20.0,20.0,20.0,20.0,2.6,5.07,9.87,12.19,13.75,8.23,6.04
IR-E-U-0507,Dayalbagh Educational Institute,,69,84.0,102.0,126.0,120.0,,,,,39.98,37.59,37.51,36.62,38.26,,,,,63.33,60.92,61.29,61.61,62.73,,,,,9.78,6.98,7.89,7.63,9.86,,,,,57.1,53.07,52.51,49.47,52.88,,,,,51.51,51.8,53.47,53.44,49.82,,,,,14.73,14.26,8.95,6.19,9.24,,,,8.43,7.65,8.89,9.33,,,,30.0,30.0,30.0,30.0,,,,16.46,16.24,15.66,15.97,,,,8.44,7.03,7.06,7.43,,,,3.52,2.59,1.83,1.94,,,,4.81,3.44,3.61,4.46,,,,0.0,0.0,1.0,2.0,,,,1.45,0.95,1.19,1.46,,,,29.43,25.49,22.17,24.89,,,,15.0,15.0,15.0,15.0,,,,11.75,11.44,10.81,10.74,,,,0.92,1.14,1.48,2.25,,,,7.18,6.69,6.47,2.98,,,,22.3,22.63,23.16,23.42,,,,2.04,2.48,3.81,3.42,,,,20.0,20.0,20.0,20.0,,,,14.73,14.26,6.19,9.24,,,
IR-E-U-0513,G. L. A. University,,,,,,186.0,,,,,,,,,34.74,,,,,,,,,55.51,,,,,,,,,19.67,,,,,,,,,37.6,,,,,,,,,45.63,,,,,,,,,1.08,,,,,,,13.68,,,,,,,23.85,,,,,,,12.45,,,,,,,5.54,,,,,,,5.91,,,,,,,8.67,,,,,,,5.0,,,,,,,0.09,,,,,,,13.63,,,,,,,13.72,,,,,,,9.8,,,,,,,0.46,,,,,,,4.17,,,,,,,20.02,,,,,,,1.43,,,,,,,20.0,,,,,,,1.08,,,
IR-E-U-0516,Indian Institute of Information Technology Allahabad,,90,82.0,103.0,87.0,93.0,89.0,87.0,,,36.59,37.74,37.41,40.28,40.53,43.29,45.84,,,39.58,42.66,42.8,46.57,42.53,45.02,46.98,,,17.27,16.38,15.69,15.7,18.48,21.94,24.94,,,67.6,68.86,68.87,72.28,73.99,77.31,80.61,,,44.05,45.45,44.19,51.74,51.68,53.63,54.41,,,16.21,17.1,16.69,19.73,22.57,23.85,27.14,,9.55,9.59,9.04,8.92,10.38,10.54,,12.02,12.81,14.39,13.59,15.27,14.68,,7.87,8.49,9.8,9.29,10.46,10.11,,10.14,11.76,13.33,10.73,8.9,11.64,,8.25,7.68,7.69,8.8,9.45,11.46,,8.33,8.05,7.33,0.0,10.23,11.67,,0.0,0.0,0.0,0.5,1.5,1.0,,0.69,0.65,0.67,0.71,0.75,0.81,,28.14,27.65,31.74,33.22,34.25,36.51,,14.7,14.5,15.0,15.0,15.0,15.0,,22.18,23.26,22.18,22.14,23.23,23.63,,2.58,3.45,3.36,3.62,4.84,0.57,,11.95,14.54,17.74,18.12,17.66,18.83,,9.83,9.43,10.09,10.25,12.36,12.18,,0.0,1.48,3.91,3.31,3.61,3.41,,20.0,20.0,20.0,20.0,20.0,20.0,,16.21,17.1,19.73,22.57,23.85,27.14,
IR-E-U-0522,Jaypee Institute of Information Technology,54.0,70,80.0,96.0,94.0,94.0,,,,42.63,39.88,37.87,37.8,39.82,40.5,,,,51.11,48.0,47.52,50.85,53.07,51.63,,,,19.82,21.07,18.18,19.39,23.11,25.12,,,,64.97,58.39,56.0,53.38,56.79,59.96,,,,81.02,53.21,53.57,50.64,49.3,48.68,,,,2.63,21.65,15.99,9.84,6.83,6.07,,,,12.53,12.62,12.64,12.15,,,,17.09,17.32,19.81,19.38,,,,9.32,9.7,11.93,12.12,,,,9.06,7.89,8.69,7.98,,,,8.5,8.65,10.56,11.12,,,,12.4,9.32,11.35,12.32,,,,0.0,0.0,1.0,1.5,,,,0.17,0.21,0.2,0.18,,,,27.81,26.56,29.11,32.32,,,,14.7,14.7,13.82,13.82,,,,12.62,11.91,11.54,11.4,,,,3.26,2.82,2.32,2.43,,,,10.87,11.54,8.67,8.07,,,,22.19,22.04,20.63,20.4,,,,0.15,0.0,0.0,0.21,,,,20.0,20.0,20.0,20.0,,,,21.65,15.99,6.83,6.07,,,
